#,mac,name,ipaddress
447;f4:8b:32:20:22:c7;None;172.16.53.233
448;00:1a:6b:46:30:96;None;192.168.70.26
449;9c:d9:17:96:5e:8e;None;172.16.57.143
450;a0:55:4f:93:62:c0;None;192.168.13.33
451;00:08:22:fe:ba:fb;None;172.16.54.109
452;3c:d9:2b:e6:d5:2f;None;192.168.100.80
453;5c:51:4f:39:e2:2f;None;172.16.52.55
454;a8:9f:ba:aa:3b:4f;None;192.168.10.229
455;00:16:d4:ee:74:63;None;172.16.59.149
456;cc:3a:61:74:cc:c1;None;172.16.55.14
457;44:80:eb:7b:aa:2b;None;172.16.60.91
458;d4:3d:7e:41:78:f0;None;172.16.18.154
459;44:74:6c:c7:e3:ca;None;172.16.49.39
460;00:23:33:5e:c8:9b;None;10.200.1.9
461;ac:f2:c5:85:7e:fd;None;172.16.48.121
462;d8:9d:67:95:ea:55;None;192.168.80.39
463;d8:9d:67:95:ea:57;None;192.168.10.205
464;00:08:22:56:ea:fb;None;172.16.59.250
465;50:f0:d3:6b:75:36;None;172.16.55.155
466;98:e7:f5:d6:83:eb;None;172.16.50.100
467;30:75:12:b7:64:52;None;172.16.58.209
468;00:40:d0:c0:54:ef;None;192.168.8.79
469;90:68:c3:ae:56:76;None;172.16.51.140
470;18:cf:5e:eb:c1:e7;None;172.16.51.219
471;74:5c:9f:58:85:9d;None;192.168.11.6
472;ac:5a:14:5b:b1:10;None;172.16.51.25
473;40:6c:8f:1a:28:ab;None;192.168.36.120
474;a4:77:60:7a:74:84;None;172.16.58.243
475;00:1f:c6:99:f7:de;None;192.168.20.154
476;fc:f8:ae:7a:e0:95;None;172.16.53.125
